id_device,id_user,device_type,device_brand,device_model
238,2209,1,5,22
239,3908,1,8,12
240,3500,1,0,0
241,971,1,6,18
242,3678,1,11,9
243,1395,1,2,9
244,843,1,10,5
245,2124,1,0,0
246,2920,1,0,0
247,540,1,0,0
248,2776,1,7,20
249,1319,1,5,19
250,720,1,9,11
251,173,1,11,13
252,295,1,6,13
253,36,1,0,0
254,1249,1,6,5
255,806,1,8,15
256,1596,1,6,13
257,2195,1,10,8
258,3867,1,0,0
259,2109,1,5,10
260,1701,1,11,21
261,2318,1,7,19
262,1924,1,0,0
263,582,1,2,2
264,711,1,9,23
265,3295,1,0,0
266,3303,1,0,0
267,1372,1,5,13
268,2564,1,3,9
269,1304,1,0,0
270,1161,1,7,1
271,1990,1,7,5
272,3155,1,9,9
273,884,1,0,0
274,2293,1,0,0
275,124,1,5,23
276,1820,1,10,16
277,3412,1,8,9
278,1763,1,5,13
279,1532,1,11,13
280,1453,1,0,0
281,3178,1,9,8
282,1444,1,3,21
283,2294,1,7,23
284,111,1,0,0
285,950,1,10,15
286,42,1,4,4
287,96,1,0,0
288,1186,1,10,16
289,3005,1,2,15
290,1569,1,0,0
291,1019,1,0,0
292,2783,1,0,0
293,3548,1,8,3
294,388,1,2,17
295,2208,1,9,12
296,3460,1,7,8
297,1981,1,3,6
298,1980,1,0,0
299,3830,1,8,8
300,3144,1,6,15
301,652,1,4,13
302,2197,1,0,0
303,68,1,6,10
304,2317,1,0,0
305,3512,1,11,20
306,1141,1,0,0
307,3215,1,9,17
308,3597,1,2,2
309,1691,1,4,13
310,1495,1,5,20
311,1225,1,2,2
312,846,1,5,1
313,2305,1,11,21
314,3958,1,10,7
315,3217,1,11,1
316,588,1,0,0
317,3434,1,9,21
318,2091,1,0,0
319,2219,1,12,13
320,982,1,0,0
321,2280,1,0,0
322,2994,1,0,0
323,1155,1,2,5
324,3957,1,7,4
325,2842,1,7,15
326,422,1,12,18
327,1103,1,0,0
328,802,1,6,8
329,1549,1,5,19
330,2078,1,3,15
331,2160,1,6,23
332,999,1,2,5
333,2403,1,0,0
334,3654,1,0,0
335,3912,1,11,12
336,3344,1,2,14
337,1421,1,8,7
338,3039,1,9,17
339,1767,1,2,20
340,3850,1,3,16
341,204,1,3,19
342,329,1,8,8
343,412,1,9,5
344,1432,1,0,0
345,2718,1,3,9
346,2820,1,0,0
347,1599,1,5,15
348,2766,1,0,0
349,3179,1,2,11
350,3253,1,8,2
351,480,1,9,22
352,1806,1,0,0
353,3275,1,11,12
354,2520,1,7,6
355,3786,1,1,18
356,2173,1,0,0
357,1733,1,6,23
358,2698,1,1,6
359,274,1,8,5
360,589,1,11,3
361,1805,1,9,3
362,2879,1,5,19
363,3286,1,5,16
364,32,1,3,12
365,2103,1,0,0
366,519,1,4,7
367,1296,1,0,0
368,3702,1,0,0
369,572,1,3,19
370,3385,1,7,12
371,1160,1,9,7
372,3883,1,3,17
373,3566,1,1,24
374,3564,1,0,0
375,351,1,5,8
376,2939,1,9,10
377,1727,1,1,11
378,3741,1,0,0
379,3195,1,7,23
380,3190,1,3,11
381,1063,1,4,8
382,2453,1,0,0
383,3701,1,12,13
384,2767,1,8,8
385,3163,1,0,0
386,1855,1,5,2
387,747,1,5,2
388,3751,1,1,19
389,272,1,9,22
390,708,1,0,0
391,1651,1,6,13
392,947,1,2,1
393,2461,1,9,3
394,1012,1,4,7
395,298,1,0,0
396,1120,1,3,15
397,3630,1,7,6
398,625,1,7,24
399,1895,1,12,20
400,1450,1,7,10
401,858,1,0,0
402,2332,1,2,20
403,1514,1,12,11
404,2203,1,5,10
405,237,1,12,14
406,73,1,11,16
407,1959,1,11,24
408,432,1,6,11
409,614,1,9,17
410,3056,1,9,5
411,854,1,10,13
412,1900,1,6,9
413,184,1,10,23
414,553,1,0,0
415,2998,1,0,0
416,3250,1,7,19
417,1945,1,0,0
418,1765,1,0,0
419,1020,1,10,13
420,2647,1,9,15
421,618,1,3,17
422,922,1,0,0
423,3764,1,0,0
424,3176,1,10,20
425,3288,1,11,7
426,341,1,0,0
427,467,1,1,13
428,1556,1,2,14
429,2418,1,11,16
430,1107,1,3,18
431,3348,1,0,0
432,3987,1,8,11
433,3200,1,7,3
434,3323,1,9,10
435,2150,1,4,11
436,3490,1,0,0
437,3316,1,0,0
438,1343,1,12,12
439,3522,1,8,13
440,2126,1,3,14
441,1359,1,0,0
442,2959,1,6,22
443,2895,1,6,4
444,1079,1,0,0
445,3158,1,4,11
446,733,1,4,12
447,469,1,0,0
448,72,1,7,9
449,1109,1,8,5
450,869,1,6,9
451,2600,1,0,0
452,610,1,0,0
453,3525,1,5,16
454,1936,1,1,21
455,3842,1,3,15
456,492,1,9,8
457,3949,1,11,22
458,1863,1,8,20
459,1783,1,12,8
460,623,1,10,6
461,1605,1,9,7
462,1250,1,3,2
463,2137,1,7,22
464,3660,1,0,0
465,700,1,7,15
466,1842,1,8,2
467,3780,1,9,23
468,687,1,10,13
469,2045,1,12,15
470,2353,1,0,0
471,1580,1,4,1
472,3699,1,6,21
473,776,1,3,22
474,1463,1,11,14
475,2657,1,9,21
476,284,1,5,2
477,1965,1,11,11
478,3510,1,4,4
479,1860,1,7,23
480,3951,1,0,0
481,86,1,9,7
482,3582,1,0,0
483,3873,1,8,21
484,769,1,12,4
485,2789,1,4,9
486,1933,1,0,0
487,3221,1,0,0
488,397,1,0,0
489,1075,1,0,0
490,1105,1,9,6
491,1061,1,9,12
492,686,1,1,4
493,227,1,10,19
494,1151,1,1,19
495,2938,1,2,21
496,2771,1,0,0
497,2237,1,5,15
498,3553,1,9,21
499,1383,1,4,8
500,2669,1,12,10
501,1725,1,1,3
502,3888,1,3,8
503,105,1,1,4
504,326,1,5,23
505,248,1,11,11
506,3194,1,9,5
507,2999,1,0,0
508,1566,1,5,16
509,457,1,10,4
510,1630,1,6,7
511,2509,1,4,9
512,2824,1,3,22
513,440,1,11,9
514,2198,1,4,21
515,95,1,0,0
516,3644,1,0,0
517,1447,1,0,0
518,1741,1,10,11
519,2957,1,7,14
520,537,1,0,0
521,2557,1,8,6
522,3166,1,8,12
523,2986,1,1,4
524,2118,1,4,10
525,3219,1,6,12
526,3012,1,0,0
527,1337,1,4,18
528,3031,1,8,24
529,464,1,9,5
530,2884,1,0,0
531,1431,1,11,10
532,3923,1,11,13
533,3228,1,9,10
534,2699,1,7,6
535,3445,1,0,0
536,2972,1,12,11
537,951,1,12,4
538,1889,1,1,6
539,121,1,0,0
540,395,1,0,0
541,1419,1,5,7
542,2918,1,3,23
543,405,1,10,14
544,1157,1,0,0
545,3047,1,12,10
546,2157,1,0,0
547,3138,1,12,23
548,2220,1,1,18
549,1593,1,3,6
550,3139,1,11,22
551,520,1,9,10
552,1736,1,1,20
553,1501,1,3,1
554,286,1,0,0
555,2454,1,10,10
556,287,1,4,19
557,385,1,0,0
558,425,1,11,18
559,3529,1,1,18
560,2155,1,10,5
561,2390,1,10,7
562,1751,1,0,0
563,3113,1,3,12
564,1567,1,0,0
565,292,1,5,22
566,299,1,11,17
567,816,1,1,8
568,3546,1,0,0
569,1485,1,10,16
570,2401,1,12,19
571,1589,1,8,4
572,3084,1,1,9
573,1708,1,10,15
574,1847,1,4,4
575,3147,1,11,16
576,3296,1,0,0
577,1116,1,11,6
578,753,1,9,1
579,3978,1,8,6
580,1675,1,0,0
581,837,1,3,19
582,1960,1,2,12
583,676,1,12,12
584,491,1,7,7
585,1989,1,4,4
586,2144,1,6,8
587,3710,1,12,4
588,3881,1,8,9
589,2574,1,12,17
590,1346,1,0,0
591,3466,1,0,0
592,1996,1,4,11
593,3667,1,0,0
594,1510,1,0,0
595,2369,1,12,15
596,2231,1,11,10
597,577,1,0,0
598,2129,1,5,16
599,3773,1,5,19
600,1497,1,1,16
601,2300,1,8,8
602,2152,1,1,10
603,358,1,0,0
604,825,1,9,23
605,2677,1,5,14
606,896,1,5,23
607,3257,1,7,5
608,402,1,0,0
609,1644,1,4,21
610,1239,1,5,20
611,2823,1,0,0
612,3110,1,3,4
613,97,1,12,18
614,2310,1,1,24
615,871,1,1,18
616,219,1,6,1
617,1530,1,0,0
618,250,1,0,0
619,195,1,7,20
620,3495,1,10,9
621,630,1,0,0
622,2044,1,12,4
623,2897,1,0,0
624,1702,1,11,4
625,2162,1,1,21
626,3676,1,2,2
627,3985,1,9,18
628,696,1,2,12
629,1622,1,4,23
630,1199,1,0,0
631,743,1,7,9
632,7,1,4,1
633,1404,1,9,11
634,1429,1,12,15
635,3503,1,1,9
636,1484,1,8,16
637,1674,1,7,13
638,3795,1,6,5
639,1654,1,2,21
640,929,1,6,1
641,340,1,0,0
642,3060,1,12,5
643,3108,1,4,1
644,2085,1,3,10
645,2399,1,0,0
646,1092,1,11,6
647,2248,1,2,19
648,2104,1,0,0
649,3311,1,12,5
650,900,1,0,0
651,517,1,12,10
652,1187,1,8,9
653,1954,1,1,12
654,437,1,12,4
655,132,1,8,8
656,961,1,2,2
657,2948,1,3,4
658,2063,1,6,2
659,1044,1,6,4
660,2071,1,2,19
661,722,1,2,13
662,1949,1,12,24
663,3067,1,2,4
664,3059,1,0,0
665,3459,1,8,9
666,417,1,9,23
667,487,1,4,10
668,2440,1,3,23
669,789,1,5,19
670,37,1,0,0
671,418,1,10,2
672,3488,1,0,0
673,2987,1,0,0
674,485,1,3,18
675,2249,1,5,17
676,2196,1,7,5
677,290,1,3,8
678,1361,1,5,19
679,3539,1,7,3
680,2535,1,8,5
681,472,1,3,2
682,2723,1,7,1
683,2289,1,0,0
684,1833,1,1,9
685,1452,1,0,0
686,3859,1,11,24
687,3230,1,0,0
688,3152,1,1,16
689,2309,1,0,0
690,2254,1,1,22
691,801,1,0,0
692,1958,1,0,0
693,367,1,0,0
694,3370,1,0,0
695,1810,1,7,22
696,609,1,5,12
697,2758,1,0,0
698,3657,1,6,20
699,2983,1,10,24
700,1729,1,0,0
701,1499,1,10,1
702,2538,1,8,16
703,3555,1,11,9
704,2981,1,0,0
705,1344,1,6,13
706,2777,1,12,10
707,2733,1,0,0
708,413,1,5,2
709,897,1,4,24
710,2687,1,0,0
711,1475,1,12,10
712,819,1,4,10
713,1438,1,4,4
714,2770,1,12,23
715,1828,1,10,15
716,1122,1,1,1
717,2204,1,0,0
718,3627,1,4,7
719,3480,1,0,0
720,3001,1,5,13
721,1843,1,0,0
722,997,1,9,1
723,3049,1,10,6
724,1602,1,0,0
725,3130,1,8,9
726,1237,1,0,0
727,2540,1,12,2
728,2887,1,0,0
729,369,1,1,8
730,3126,1,8,15
731,663,1,12,14
732,1102,1,3,10
733,1498,1,0,0
734,1255,1,9,24
735,3882,1,11,20
736,2483,1,5,3
737,3079,1,1,10
738,2402,1,2,10
739,2782,1,2,17
740,3823,1,4,3
741,966,1,0,0
742,1099,1,5,1
743,972,1,2,7
744,321,1,9,14
745,538,1,0,0
746,1298,1,0,0
747,1093,1,0,0
748,910,1,9,8
749,2443,1,0,0
750,1749,1,4,10
751,1269,1,7,15
752,3748,1,2,4
753,373,1,0,0
754,3089,1,10,14
755,3377,1,0,0
756,2447,1,12,10
757,166,1,0,0
758,2955,1,8,10
759,391,1,5,6
760,1149,1,0,0
761,2829,1,12,23
762,565,1,5,23
763,931,1,6,24
764,1027,1,2,6
765,1121,1,11,4
766,904,1,5,5
767,1849,1,10,17
768,2367,1,5,1
769,2727,1,11,10
770,2794,1,0,0
771,1289,1,7,6
772,906,1,9,19
773,2837,1,0,0
774,3542,1,6,20
775,1562,1,0,0
776,3259,1,1,15
777,294,1,7,4
778,3226,1,6,14
779,1375,1,0,0
780,1402,1,10,20
781,3514,1,6,10
782,3724,1,0,0
783,3381,1,11,22
784,697,1,7,5
785,3062,1,2,8
786,2438,1,6,1
787,2943,1,10,20
788,3153,1,0,0
789,3292,1,4,16
790,3150,1,7,7
791,3289,1,0,0
792,2935,1,11,6
793,1793,1,2,10
794,1684,1,4,14
795,2949,1,10,5
796,2903,1,6,10
797,3010,1,1,2
798,1784,1,7,7
799,2083,1,0,0
800,1288,1,12,7
801,3960,1,3,8
802,1598,1,0,0
803,436,1,8,21
804,3986,1,2,2
805,2049,1,8,13
806,2802,1,9,5
807,592,1,0,0
808,1875,1,6,18
809,2633,1,0,0
810,3714,1,9,21
811,874,1,2,4
812,327,1,8,2
813,3156,1,0,0
814,238,1,3,18
815,803,1,3,21
816,3064,1,2,1
817,46,1,6,4
818,2743,1,4,17
819,2001,1,5,6
820,226,1,12,24
821,3464,1,6,5
822,2115,1,2,23
823,2110,1,5,17
824,1143,1,11,2
825,1841,1,9,6
826,3136,1,9,19
827,49,1,9,15
828,3017,1,3,9
829,10,1,0,0
830,643,1,0,0
831,3393,1,2,5
832,2562,1,0,0
833,1770,1,11,10
834,2754,1,3,6
835,127,1,5,5
836,1407,1,12,19
837,2245,1,1,1
838,2282,1,5,4
839,2007,1,5,7
840,1521,1,7,13
841,2355,1,10,20
842,1555,1,11,2
843,2465,1,1,21
844,1637,1,0,0
845,3700,1,2,21
846,633,1,0,0
847,2627,1,3,6
848,277,1,11,21
849,262,1,11,21
850,1722,1,8,10
851,1906,1,0,0
852,2423,1,0,0
853,2836,1,0,0
854,759,1,1,10
855,199,1,10,6
856,2712,1,2,10
857,560,1,12,8
858,3573,1,8,10
859,3390,1,0,0
860,1955,1,8,17
861,448,1,8,15
862,2926,1,12,21
863,257,1,10,21
864,2496,1,4,19
865,3996,1,7,10
866,1040,1,10,11
867,3032,1,9,22
868,2377,1,6,15
869,1896,1,7,24
870,2052,1,0,0
871,2552,1,0,0
872,1458,1,3,14
873,101,1,4,18
874,2480,1,2,8
875,3572,1,1,10
876,119,1,11,5
877,1016,1,8,9
878,3674,1,9,11
879,162,1,11,8
880,2256,1,4,24
881,814,1,8,9
882,438,1,5,9
883,1650,1,12,5
884,1154,1,9,24
885,1638,1,11,8
886,2174,1,0,0
887,1710,1,12,14
888,683,1,1,10
889,3496,1,8,12
890,110,1,0,0
891,255,1,4,9
892,2226,1,2,3
893,1754,1,0,0
894,2405,1,6,16
895,529,1,0,0
896,1719,1,0,0
897,1101,1,2,11
898,3759,1,8,1
899,2664,1,12,7
900,3083,1,9,14
901,1445,1,1,11
902,785,1,1,4
903,1041,1,0,0
904,738,1,8,9
905,793,1,9,21
906,1295,1,3,11
907,1845,1,4,5
908,1700,1,6,11
909,215,1,8,11
910,108,1,0,0
911,2492,1,8,12
912,2290,1,0,0
913,2638,1,0,0
914,1512,1,0,0
915,1545,1,9,4
916,308,1,5,15
917,3816,1,4,24
918,1964,1,0,0
919,1270,1,0,0
920,58,1,2,12
921,2324,1,9,22
922,2398,1,5,5
923,1350,1,10,8
924,943,1,1,18
925,3735,1,0,0
926,3321,1,9,9
927,2588,1,11,3
928,576,1,7,22
929,408,1,5,20
930,1988,1,7,21
931,3099,1,6,23
932,2761,1,0,0
933,1500,1,12,15
934,3796,1,5,15
935,1388,1,2,22
936,3806,1,0,0
937,1394,1,5,21
938,3875,1,7,23
939,501,1,3,2
940,254,1,11,4
941,728,1,8,19
942,3237,1,4,14
943,2329,1,11,8
944,3731,1,6,1
945,2260,1,0,0
946,2334,1,1,17
947,3633,1,0,0
948,1285,1,5,4
949,3052,1,4,8
950,1287,1,10,7
951,2680,1,10,6
952,2119,1,7,24
953,658,1,2,15
954,3571,1,10,4
955,2542,1,10,17
956,956,1,1,8
957,1876,1,10,2
958,375,1,9,21
959,3161,1,2,4
960,493,1,3,16
961,259,1,8,17
962,579,1,3,20
963,3878,1,1,24
964,2923,1,3,21
965,3596,1,0,0
966,2854,1,10,6
967,2968,1,6,8
968,717,1,4,16
969,3223,1,11,21
970,3540,1,2,13
971,3097,1,8,19
972,35,1,12,13
973,2326,1,8,1
974,3053,1,0,0
975,3789,1,5,17
976,229,1,5,12
977,1926,1,0,0
978,476,1,1,20
979,205,1,1,11
980,3583,1,10,1
981,834,1,12,14
982,1330,1,0,0
983,160,1,6,5
984,1899,1,9,24
985,921,1,0,0
986,3570,1,7,17
987,2092,1,1,8
988,3505,1,10,19
989,6,1,0,0
990,3818,1,4,18
991,3586,1,0,0
992,1544,1,12,8
993,2889,1,0,0
994,721,1,3,13
995,465,1,3,11
996,3101,1,1,15
997,940,1,9,5
998,3244,1,9,9
999,3757,1,0,0
1000,870,1,0,0
1001,1796,1,0,0
1002,240,1,0,0
1003,3538,1,3,12
1004,2862,1,1,3
1005,1342,1,5,6
1006,3521,1,12,5
1007,2188,1,11,15
1008,3864,1,1,17
1009,2463,1,3,23
1010,2763,1,11,3
1011,3872,1,2,1
1012,3351,1,10,24
1013,439,1,0,0
1014,1487,1,2,2
1015,3693,1,0,0
1016,2868,1,12,6
1017,3934,1,0,0
1018,1848,1,4,24
1019,3006,1,1,10
1020,500,1,5,20
1021,1065,1,10,2
1022,536,1,6,11
1023,3367,1,0,0
1024,1314,1,5,3
1025,1117,1,9,9
1026,263,1,1,4
1027,3860,1,5,22
1028,2164,1,8,10
1029,1676,1,5,1
1030,1347,1,10,22
1031,638,1,0,0
1032,2577,1,12,1
1033,1029,1,10,24
1034,3772,1,0,0
1035,38,1,8,2
1036,2865,1,4,9
1037,1516,1,0,0
1038,2644,1,11,16
1039,3324,1,7,24
1040,2554,1,7,16
1041,2933,1,10,23
1042,1772,1,12,23
1043,3328,1,4,5
1044,1778,1,6,12
1045,1110,1,0,0
1046,1922,1,1,20
1047,2792,1,5,4
1048,1894,1,0,0
1049,3246,1,0,0
1050,2584,1,0,0
1051,1427,1,3,23
1052,800,1,0,0
1053,1850,1,0,0
1054,2107,1,6,1
1055,3646,1,11,9
1056,1254,1,0,0
1057,171,1,5,7
1058,2515,1,0,0
1059,3162,1,0,0
1060,1677,1,11,4
1061,1782,1,10,24
1062,2867,1,7,13
1063,2101,1,5,15
1064,3618,1,9,7
1065,876,1,7,23
1066,737,1,7,15
1067,715,1,1,4
1068,2450,1,6,13
1069,1401,1,10,7
1070,2721,1,4,2
1071,1367,1,0,0
1072,639,1,1,4
1073,1504,1,0,0
1074,3392,1,7,23
1075,2834,1,5,19
1076,2582,1,7,9
1077,3768,1,11,23
1078,1260,1,12,11
1079,3046,1,6,4
1080,3684,1,3,3
1081,3028,1,10,10
1082,3361,1,9,19
1083,1307,1,0,0
1084,1592,1,0,0
1085,2974,1,7,3
1086,1633,1,8,13
1087,566,1,11,18
1088,141,1,11,24
1089,9,1,0,0
1090,1992,1,7,1
1091,1509,1,0,0
1092,832,1,3,14
1093,2079,1,9,21
1094,3556,1,6,3
1095,530,1,0,0
1096,3902,1,1,4
1097,1985,1,9,22
1098,102,1,1,2
1099,2857,1,0,0
1100,1932,1,4,17
1101,2043,1,4,6
1102,2659,1,8,2
1103,3502,1,0,0
1104,1563,1,11,23
1105,585,1,0,0
1106,967,1,11,18
1107,1278,1,4,16
1108,2702,1,5,5
1109,328,1,6,13
1110,863,1,3,11
1111,3718,1,0,0
1112,1666,1,7,17
1113,3941,1,7,8
1114,1880,1,12,22
1115,2523,1,4,8
1116,2559,1,1,19
1117,74,1,12,15
1118,3528,1,10,9
1119,1243,1,0,0
1120,2882,1,10,20
1121,1877,1,0,0
1122,2900,1,0,0
1123,2956,1,0,0
1124,702,1,6,18
1125,3312,1,0,0
1126,198,1,0,0
1127,2292,1,2,23
1128,3112,1,4,17
1129,3745,1,4,7
1130,420,1,9,1
1131,962,1,1,23
1132,1405,1,9,19
1133,3073,1,1,3
1134,1235,1,3,16
1135,2908,1,2,23
1136,2222,1,0,0
1137,3104,1,0,0
1138,3681,1,0,0
1139,1399,1,7,20
1140,839,1,7,2
1141,3485,1,4,6
1142,1409,1,2,1
1143,3216,1,3,5
1144,92,1,3,24
1145,2,1,0,0
1146,2516,1,9,9
1147,293,1,0,0
1148,253,1,2,18
1149,2819,1,5,15
1150,275,1,6,8
1151,3520,1,0,0
1152,2964,1,5,10
1153,2864,1,7,3
1154,1659,1,6,14
1155,1625,1,5,21
1156,2407,1,0,0
1157,1831,1,6,24
1158,3282,1,10,12
1159,2774,1,5,11
1160,3766,1,10,19
1161,1946,1,0,0
1162,2311,1,10,4
1163,304,1,10,16
1164,1084,1,5,12
1165,506,1,2,12
1166,2359,1,11,13
1167,855,1,10,17
1168,1212,1,0,0
1169,573,1,3,19
1170,2585,1,7,16
1171,2620,1,5,22
1172,2798,1,11,8
1173,724,1,5,7
1174,131,1,10,5
1175,735,1,12,13
1176,428,1,4,3
1177,3763,1,3,7
1178,3988,1,11,14
1179,1185,1,4,22
1180,3896,1,6,8
1181,350,1,1,20
1182,1416,1,0,0
1183,2193,1,11,13
1184,71,1,3,4
1185,1171,1,0,0
1186,3418,1,6,10
1187,2471,1,10,24
1188,1123,1,0,0
1189,374,1,8,23
1190,3813,1,0,0
1191,612,1,0,0
1192,3787,1,12,16
1193,2476,1,11,22
1194,2850,1,0,0
1195,3824,1,6,7
1196,1801,1,2,19
1197,1052,1,12,16
1198,218,1,0,0
1199,2151,1,12,5
1200,2683,1,3,7
1201,928,1,1,16
1202,1264,1,8,22
1203,3118,1,2,22
1204,2154,1,4,20
1205,1807,1,11,8
1206,1811,1,6,1
1207,859,1,7,9
1208,128,1,2,11
1209,1381,1,10,20
1210,796,1,2,17
1211,1194,1,2,23
1212,1611,1,5,24
1213,933,1,4,10
1214,2800,1,9,9
1215,3828,1,8,23
1216,1587,1,2,7
1217,99,1,12,22
1218,1172,1,12,11
1219,1417,1,3,23
1220,1984,1,0,0
1221,3373,1,8,1
1222,807,1,12,21
1223,650,1,2,12
1224,3694,1,4,12
1225,2235,1,7,13
1226,1814,1,9,14
1227,2065,1,11,13
1228,1286,1,0,0
1229,2521,1,11,2
1230,315,1,0,0
1231,3100,1,5,18
1232,3672,1,1,1
1233,3350,1,7,22
1234,3713,1,7,2
1235,2996,1,0,0
1236,2143,1,7,24
1237,18,1,0,0
1238,2788,1,5,16
1239,1585,1,8,12
1240,1181,1,0,0
1241,2597,1,4,18
1242,2031,1,9,13
1243,320,1,11,23
1244,1867,1,6,4
1245,2170,1,4,4
1246,2270,1,9,9
1247,993,1,0,0
1248,3450,1,7,15
1249,1973,1,0,0
1250,2113,1,1,24
1251,1657,1,7,1
1252,2751,1,5,14
1253,392,1,7,15
1254,2206,1,0,0
1255,3971,1,3,13
1256,3926,1,6,22
1257,1824,1,1,13
1258,421,1,2,23
1259,2281,1,4,6
1260,1538,1,11,9
1261,1056,1,1,20
1262,2649,1,2,20
1263,3241,1,6,4
1264,1207,1,2,16
1265,909,1,0,0
1266,3266,1,0,0
1267,730,1,9,14
1268,187,1,11,23
1269,2810,1,8,7
1270,3446,1,5,17
1271,1667,1,1,12
1272,1294,1,10,15
1273,136,1,9,24
1274,2668,1,9,8
